High1 High2 High3 High4 Low1 Low2 Low3 Low4
1560258_a_at 6.08135543126745 6.12773084066052 6.05887268304589 5.80605186965212 6.01011088917245 6.25980423844344 6.31350295337186 6.1604182001445
1560263_at 4.85663992462942 4.85663992462942 4.59853434138273 4.61295485570797 4.90417247167538 4.62094355480731 4.68650145340396 4.67015212835888
1560265_at 4.7403121536338 4.78332170442016 4.80224042848093 4.12832708019884 4.08318347081411 4.10755059219494 4.0915206932138 3.94010127143543
1560271_at 6.6474619890779 6.40291224822723 6.83947949677971 5.45955557063249 5.19363470260609 5.07272193259151 5.3226766152214 5.23522034536011
1560286_s_at 3.79466570940556 3.45201005657631 3.27199090143555 3.68397362978433 4.02384270081448 3.9712854902639 4.52321528461005 4.46382160666036
1560290_at 3.94977855002834 3.48018725295938 3.67223893996576 3.82790432083049 3.47127191232567 3.66544635159559 4.27737954843823 4.2558196070764
1560296_at 5.02207406019776 4.59536329606125 4.56884379464354 4.81890815675548 4.50000520406165 5.03303239745766 5.16733878147242 5.07560607675586
1560316_s_at 6.04106092869323 6.01259872891423 6.08780714445599 5.72962805199262 5.84239031301007 5.79639724762584 5.73688102195721 5.64078063679439
1560318_at 7.05386233769305 6.82233307230038 6.81457793818409 5.87613120588871 4.96214045460631 5.06712562510032 4.98972528701871 4.92455076856744
1560327_at 6.61095992738813 6.671514166063 6.28529396985137 6.94902729705843 6.81172236369746 6.91675592469924 6.8750331104169 6.77484990783391
1560339_s_at 9.66065404566877 9.92382463304729 9.76011213103349 9.33053671181504 9.23813989945588 9.29042351780891 9.17130727401487 9.16641266099763
1560348_at 5.32080790479072 5.12212704205882 5.06104499239116 4.65904747018791 5.09275446721169 5.38403696014073 5.37567291967485 5.25318021407935
1560370_x_at 3.57419388145704 3.55653536092579 3.31610115875032 3.48497386950559 3.40162995674426 3.40411114370507 3.56365382184832 3.56365382184832
1560371_at 5.75769489995827 5.59982684221937 5.57643829605572 4.89299777994354 5.97292097485559 6.0952736235498 6.04696515839834 5.89362905604824
1560386_at 4.47751574199612 4.86695770596734 4.85841200365576 4.17152881294619 3.91454843015577 4.11618038368582 4.2493334441514 4.18113244010698
1560402_at 5.52746046208389 5.75737264030868 5.56844785283039 5.24441841781575 5.77178021246987 5.7869552082393 5.7964166535773 5.76941551034917
1560404_a_at 2.46003650146687 2.93218605848933 2.7587583742967 3.2493106691214 3.05507221744449 2.92287776789689 2.84213411634447 2.79840985772117
1560405_at 3.971730210579 3.93381862640451 3.96922325299324 3.97004348392771 3.97090997964453 3.91404097008613 4.01549668505582 3.98672248634787
1560422_at 3.15556924996815 3.42779628628253 3.30652622745491 3.28200227822269 3.14131138905711 3.23726571703821 3.29047513711467 3.28658337177196
1560424_at 2.90972225055683 2.67877247457834 2.87263565141967 2.65004069535548 2.86018956489609 2.84046019688524 2.76291372681363 2.76944202647999
1560433_at 4.46857822568643 4.46407286750101 4.88204330219693 4.95607815229446 4.14985772601389 4.74525048682413 4.60639418467933 4.54544673540785
1560434_x_at 4.54897087568412 4.35378950712019 4.34798739634061 4.47459686991821 4.79526652673732 4.34138222439047 4.58634178101551 4.48949023781413
1560446_at 3.38403000454458 3.49545880014272 3.20630671091422 3.62340062476592 3.58650907222653 3.40112148102003 3.74562166857854 3.73650126522985
1560477_a_at 8.46869818191234 8.58730365046636 8.62499787449012 5.60606480116259 5.52138507882181 5.33635718733696 5.77411543892641 5.72607653700889
1560486_at 2.88939870002008 2.71843108217381 2.64416607454253 2.53322623841366 2.4464414332549 2.45043708985923 2.58027631914632 2.58684937000809
1560503_a_at 6.36001910934307 6.1597532666298 5.96124921552991 5.7074723087951 6.2618514917168 6.04065772872222 6.00484556262686 5.90085235965573
1560525_at 3.00192607019348 3.2356487081798 3.26163324267937 3.16738757439901 3.17537627349835 2.8487109609442 3.17936207361027 3.17955994231464
1560527_at 9.83345974778066 9.74014904353026 9.817734971739 9.51884381102346 10.0948946923499 9.90683988293657 9.85562216989236 9.87090743826923
1560562_a_at 8.07804463171696 8.1394974298959 8.24140859532565 7.79419407860757 7.83738191837586 7.5792717894455 7.47545136863062 7.33916917797569
1560573_at 5.88909177565809 5.74093296374567 5.67358335166842 5.34848168740843 4.77144313131446 5.17801297222514 5.23297630314915 5.12931831453043
1560587_s_at 11.2463190020477 11.0980038784231 11.1584176296574 11.5282375669985 11.9044283398802 11.9672864254012 11.9166227079453 11.9408747723474
1560596_at 3.42134364466693 3.31323206074787 3.63436665287259 3.15464124127066 3.22683541193533 3.68587226283501 3.87686638494983 3.5437787896084
1560599_a_at 5.17055369387876 5.15739919981327 5.34017300062425 5.80846884249775 5.30537069117671 5.52875960105548 5.48120178535519 5.42454238535783
1560609_at 2.53368556417852 2.82011232461874 2.77296955290775 2.92614825656225 2.61924363565808 2.87204063360252 2.87130295544284 2.90157142657986
1560622_at 5.33946067684382 5.37606817183629 5.35304441940148 5.41393748546679 5.85733467223154 6.05043790676671 6.09969927838747 5.98052005404785
1560625_s_at 5.10173741930478 5.04973972027591 4.84324244580763 5.09335793557567 5.19606173306261 5.23767574741069 5.18902623274916 5.09335793557567
1560647_at 2.55644722845218 2.70633802147697 2.66006085009836 2.70503173148914 2.36254265585337 2.8487109609442 2.51503433278701 2.51272075259317
1560659_at 6.2744047337694 6.19971177299217 6.28064154331096 5.11535138881764 6.32916494278243 6.22598969722097 6.40691881114219 6.39656071412313
1560661_x_at 6.31188821218544 6.36132621584863 6.3838355218266 5.47933872524666 6.28018805349479 6.23110879187982 6.40769597299057 6.27080307135079
1560713_a_at 6.21553237161086 6.5164842871958 6.15946369571983 7.35008505308939 7.38581191723779 7.30130319661875 7.42630557119749 7.39283264105389
1560738_at 3.51751621320977 3.47268900397405 3.40663148173051 3.43456580619371 4.38162356596145 4.17745507017509 4.04557222854187 3.99470284035561
1560739_a_at 3.79698701199253 3.63668713278987 3.45733154745336 3.17631667733886 5.11391114924159 5.46772676272662 4.73597955914301 4.64481843491852
1560754_at 6.21623089084226 6.32912259611669 6.16922982972881 5.91949944246022 5.99387855570943 6.2256651941567 6.2215169475867 6.11011702444534
1560774_at 5.23442951793979 5.40857269832566 5.4521381311981 4.75549051008284 4.3919140968663 4.65688231912348 4.59933881851649 4.52729649591487
1560776_at 3.85018221186132 3.94884615184561 3.46610516197839 3.23739823247205 3.25361304009462 3.50976563481134 3.38658169873418 3.37961157926418
1560779_a_at 7.24134659687534 7.22502474190086 7.20347850302594 5.81834141924841 5.18241721902801 5.24745717868794 5.129832053432 5.11988346496946
1560792_at 4.19136666471462 4.34003335922951 4.21201954044013 4.86473117239044 4.82563329901122 5.14231680081232 4.90496973195076 4.8349681069005
1560797_s_at 3.95108452974418 3.76184317764715 3.80001035120155 3.78436801614519 3.52365734985366 4.095172386606 3.55971880725495 3.55191848587729
1560814_a_at 5.62765386089343 5.69818765531949 5.80002254399746 5.76240589736035 6.29152551280234 6.47755285673908 6.37683082964359 6.26092653518562
1560817_at 5.44001459177586 4.98287758030639 5.03661408181978 4.53677831531691 4.32224756704644 4.32209131927212 4.12854100860191 4.03867913280024
1560818_at 5.02984130523943 4.71543326009207 5.16606781888933 4.93150833452964 5.15523606959987 4.99198633394447 4.98408525890701 4.97463068918291
1560819_a_at 3.32029235956458 2.88340328154528 3.26981119931736 3.13092308876742 3.24498748745727 3.20363589507812 3.23113256931264 3.2243116912677
1560853_x_at 6.18286421967819 6.1042455907681 6.18723622373323 6.42657800257293 6.28992893827179 6.52364483630109 6.59273013149621 6.44499655360958
1560874_at 4.0048703881271 3.80853193274761 3.75000979813203 3.73187075126009 3.75578094181133 4.2461784170669 3.88354300902706 3.82059189627534
1560888_x_at 2.99415029803783 2.8487109609442 2.91522340661322 2.76858751864848 2.93176602977604 2.47029282240241 2.8207275710534 2.8257847912994
1560910_at 4.03979397141946 4.02009027713247 4.00620315382174 4.02686513100841 4.14135136034522 4.67369017018685 4.4219941965556 4.34504160246208
1560916_a_at 8.9266492787132 8.8648689388163 8.85509885437775 8.12050334606481 7.82280232375346 7.65527390798948 7.57543880840057 7.55166326051092
1560922_s_at 4.95292573454684 4.68847063333861 4.97525051601124 5.07528210797867 5.01184593497401 5.21706483024893 5.34987946896772 5.47067418695723
1560981_a_at 3.04899964151503 3.16890431882879 3.09348160546622 3.21338628277998 3.03392024082028 2.99670699407419 3.2235239287824 3.2168458020298
1561017_at 3.63645764393676 3.40256553664391 3.54298275575686 3.70849987615057 3.14050834331363 3.61629624868055 3.55699014623041 3.54561949074437
1561018_at 3.81744224196562 3.68340843944002 3.69630042963545 3.57285152645383 3.53737271188104 3.94061020273073 3.80056444673955 3.80056444673955
1561042_at 5.96963933308801 6.25761446283158 6.01156654097095 6.26348103159196 5.62234552533819 5.33104603837739 5.49218563268335 5.40185782534548
1561048_at 6.22106990803112 6.02489630956666 5.9269928413084 6.08618150640451 6.52787015802857 6.89576668214916 6.66189181621799 6.56266533136764
1561056_a_at 3.61502825259268 3.48794539475981 3.72980708574493 3.30410254224207 3.20222909242747 3.21358224937721 3.31428190812989 3.30410254224207
1561061_at 3.9663404037125 4.13887871369202 4.02562719432535 4.10148106311807 4.51391161994824 4.42812072078679 4.43481059517314 4.42145434166794
1561079_at 4.19998562074132 4.4009055544051 4.40931045706794 3.78192029611832 3.60783032505557 3.42120966205676 3.57021823142805 3.48416875032437
1561114_a_at 4.76735736301583 4.71115171304327 4.63465916718865 4.47501780954293 4.16798901217389 4.38359844632965 4.38724672269527 4.32957855077768
1561125_at 3.62267678598051 3.38082747015176 3.67449451376412 3.27757961744348 3.46783891975668 3.51153387837376 3.59625964117455 3.5916652566677
1561135_at 3.5846639950725 3.80016900013461 3.26414310671966 3.72816525893588 3.8392775647444 3.78854720187719 3.81965186885827 3.75232429331929
1561144_at 3.38328217025386 3.36675811031447 3.24242471632007 3.35110995390773 3.2115390677575 3.30383019758517 3.39869974020479 3.39089941882713
1561155_at 3.46769302753661 3.31853480956185 3.23754401366087 3.09481206000773 3.02638791621151 2.66069415742891 3.35521007903523 3.28676812372348
1561180_at 5.3262289589052 5.49622078743795 5.65955501829966 5.17021379571431 5.09738834509738 5.44298806576518 5.05620219720731 4.96996656330702
1561190_at 4.43776968538285 4.33420028185191 4.34769277856472 4.06078771614492 4.02044086816728 4.55372024168812 4.3131719782378 4.29211150463478
1561206_at 3.91305777820114 3.63629976270915 4.08816328936807 3.91068332388586 3.46451294029868 3.45505058595841 3.62671910544661 3.61046551008522
1561242_at 3.01601285694625 3.071276117884 3.02278487797105 2.90154017539814 2.76532306078413 2.82961369502103 3.00377503809274 2.99695416004779
1561254_at 5.14416652161327 5.12411507248769 5.18299578428245 5.51002634207879 5.69683874847766 5.86744848989982 5.85387021127273 5.7742660755738
1561286_a_at 3.5501655438418 3.63870104508108 3.60132128175539 3.55475878126273 3.52142422955631 3.84703520725871 3.68391278449468 3.677577148368
1561292_at 3.31046634978089 3.13208051096553 3.24112715861315 3.29518441263807 3.41884414421562 3.35386858917429 3.31585880975722 3.27807574461497
1561310_at 3.11274030493372 3.15589403833711 3.16997751826207 3.45217933794359 3.38328217025386 3.04245697740611 3.43870408755944 3.41059538654216
1561360_at 4.48217519494598 4.30603004625443 4.10574816889903 4.17290348684879 4.36469556162567 4.25593272834063 4.44417262836813 4.39865487878878
1561369_at 4.36911019273441 4.15828080374413 4.10522546286458 4.09412389311044 4.11670473910658 4.31290941094539 4.43924415854396 4.37687060755026
1561396_at 3.42165004098894 3.4572441996103 3.11159454997888 3.91256331898423 4.35398265177069 4.32341447474167 4.22332177804934 4.24268408643666
1561402_at 4.67961729531031 4.38081927758403 4.71080643580434 4.74979218325826 4.69591977107503 5.02270451973244 4.80465943659836 4.71871146391764
1561418_at 3.66088070245124 3.39765402921217 3.33181292352674 2.99649092672632 3.12379156405082 3.12999245535293 3.36174433245382 3.31599006144526
1561430_s_at 2.9697435295267 3.17017809467087 2.85182360512646 3.10386955392434 2.99484829767995 3.14131138905711 3.22008504983495 3.12291661516352
1561433_at 5.20698364488192 4.54885241667392 4.65106420997057 4.82358701705892 5.02577689902187 4.95834666686935 5.02068338437658 4.95635131614376
1561502_x_at 4.233774067837 4.7973726337733 4.360879918639 4.36102734990859 4.7062403297584 4.42361943144245 4.55739557831708 4.48171266355469
1561518_at 5.23155704607768 5.13628315340109 5.54007251185702 5.0655248019212 5.03779565776768 5.32814458461196 5.17365982518144 5.56179330409399
1561560_at 2.99873653252423 2.92790249618706 3.00986895678633 3.1701065316488 3.02482759481171 3.11008011437838 3.246740215398 3.23875151629866
1561571_at 6.54048997143799 6.39633189342966 6.22162575795335 6.56030739670194 6.59514464155951 6.70714102173482 6.64163333863537 6.59877542649106
1561589_a_at 2.94545304096071 3.13750415393062 2.98951427989799 2.78929667494933 2.77657621774783 3.04052243043769 3.01881224878535 2.99873653252423
1561604_at 3.58539205505891 3.39934674835249 3.38590329342925 3.44801915816404 3.25776939637373 3.25623846634204 3.45128486695485 3.43493554190977
1561624_at 4.27161289550652 4.40552691322284 4.48453248121269 4.50040991816107 4.08232480001501 4.27161289550652 4.48284269781769 4.41632609522809
1561627_at 3.01794482971306 3.06827148004186 2.86431960900563 3.08464799118878 2.97394338786702 3.16679014804357 3.13203701851221 3.13728214933218
1561631_at 3.07769928192041 3.27721926341177 3.31959794706917 3.25643736127268 3.29486431946034 3.22666464158269 3.29335365325225 3.25663749370864
1561633_at 7.20050319372735 7.06548619530702 7.10806598249324 6.77975989977018 6.12549464070083 6.1140680702722 6.08255142367679 5.98994366147553
1561638_at 2.7566293910024 2.57013690665168 2.81452661189863 2.62308895663412 2.83190020063588 2.92287776789689 3.41915149214374 3.29933809050891
1561640_at 5.14352617602974 5.81616462473595 5.23014548595645 5.40504328140369 4.85421601115988 4.67133510869559 5.01179211271241 4.84977641005486
1561666_a_at 5.20043088593552 5.01122493898397 4.98171646516182 4.61215186860778 5.50967870164797 5.6838149078355 5.59410491807114 5.49590401754144
1561687_a_at 6.38848399512711 6.44546461983324 6.21581361837957 6.30478581543037 5.73457125998788 5.81932858663056 5.52748340104045 5.4454020913892
1561691_at 4.70147206433225 4.76980183076603 5.14503650654654 4.72368189726985 4.67299099051667 5.05493430479914 4.85205876037244 4.78576980409757
1561739_at 4.3098050930899 4.27423098377383 4.11870218372508 3.60242515243257 3.53061451330403 3.77131146253736 3.94595654025596 3.88354300902706
1561749_at 4.13728137223397 4.03154777539607 3.78848203835699 4.17392106566493 4.77843091636283 5.01638014892787 4.84663240453515 4.78560174531427
1561759_at 3.25898773680558 3.12325699217904 3.2290563278785 3.6602865537261 3.32129743161589 3.59167167459593 3.19114452047233 3.1805662330309
1561760_s_at 4.49604030554011 4.3996541978094 4.41386887664552 4.62600034581891 4.61163359791004 4.51186408172888 4.1984859169221 4.15027167776726
1561770_at 5.13778043442134 5.02772337192239 5.10586349542727 5.12495579575174 5.1911062089808 5.29791657465123 5.25057361547151 5.15006515723471
1561847_at 5.2470473356137 5.25832868185157 5.2470473356137 5.26588371329915 5.21394776650228 5.43067256079109 5.2370158909012 5.1996449855698
1561896_at 4.50441949554965 4.42469528996438 4.34489784418657 3.98185899867471 3.8312602682605 3.77664966573801 3.8502506502275 3.84894511646674
1561897_at 5.45254864172509 5.37792111245444 5.19970222060242 5.34387408129855 5.60724936516766 5.63489836881148 5.63016983974113 5.60386050346115
1561908_a_at 4.64679295691136 4.59326590387444 4.48980821790982 4.81721801731056 4.71162887550164 4.84366386688365 4.75859193593872 4.67296805662823
1561939_at 6.90215556741955 6.85266932458201 6.99781255073885 6.4646796750929 6.25650163939861 6.33371380677379 6.07513789012157 5.98046252603241
1561961_at 4.66233655690573 4.54639063023859 4.88583187298066 4.78513967146849 4.32945849414462 3.98036793377061 4.34634483509011 4.35502037163237
1561965_at 4.19277957799891 3.76465175498044 4.00912953595101 3.65270712943659 3.57577373185054 3.3571644536024 3.71737944108677 3.71737944108677
1561969_at 4.24733262758565 3.79209787757929 3.96451118014598 3.80853193274761 4.90107962740028 4.83446124451503 4.85205876037244 4.74398711020078
1561973_at 4.54378823648403 4.20943888765676 4.54563605914787 3.90173624672427 4.20840207830971 3.66963198834069 4.02153583023016 3.95625276066561
1562009_a_at 2.89517733902768 2.98128264624688 2.56228420050397 2.66446346529017 2.71611876212663 2.61337416967191 2.90070865997307 2.87132891114442
1562012_at 4.72538461645741 4.95954891615788 4.99914510376827 4.45327194528827 4.50343420166535 4.19258456470085 4.52838988655174 4.39201690610066
1562013_a_at 6.78983629772187 6.77247378699607 6.62283460626103 6.19599796909218 7.00798191117456 7.1943706625559 7.02531584149432 6.9156969443061
1562019_at 3.49517118589825 3.48658368259066 3.21546902186914 6.07420268113873 5.84209337792994 6.04968309614493 5.82052360283758 5.70570274524469
1562020_s_at 3.71652060641744 3.71572312250813 3.30819316489489 5.90784185570572 5.40381991277462 5.32899078964626 5.52748340104045 5.46294986719071
1562022_s_at 7.91067597510374 7.85638909579641 8.04327445507537 7.84465274701569 7.7074936381609 7.84858631002272 8.22999231486025 8.16888193565234
1562048_at 4.22625938629954 4.1065009598873 4.61714086939506 5.9072422474001 6.28224874382588 6.35497742597043 6.20717754494889 6.1040903170954
1562053_at 2.80558975690532 2.67110054319152 2.83309006849214 3.54665555925712 3.30468745948651 3.43418033927695 3.39947182045612 3.38114315735993
1562055_at 3.79017780380541 3.83179109992251 3.89594539613489 4.07575563749194 4.14124783551484 4.30137764180202 4.05582017162122 4.06234847128758
1562062_at 6.14233432137476 6.13450395823323 6.45908375223708 5.96894261043516 6.05845196028936 6.09579443272765 5.92991036152736 5.94024941179752
1562063_x_at 6.55863732889765 6.47510659327978 6.7836998064607 6.24304913744271 6.3792847915453 6.41873620433087 6.36512615020229 6.27143663182549
1562068_at 3.60343950387245 3.77995902161649 3.79258887370667 3.53153172469254 3.49269040196214 3.3445153589592 3.13203701851221 3.12291661516352
1562083_at 3.14566676286116 3.03636530796841 3.10914458196038 2.9536639627282 2.75550804389989 3.00844327110126 2.97126827662901 2.9741458586324
1562098_at 6.53888792168818 6.64178999994581 6.43683105962476 6.21805303066357 4.61163359791004 5.25179801248932 4.8166370381808 4.71661607846062
1562099_at 8.20624074819414 8.18679927813081 8.2276431299073 7.82246094921648 6.37631852905806 6.59011948275838 6.38468752800587 6.30438466296138
1562106_at 3.61445239213134 3.49362703087637 3.2731344044051 3.75247498236697 3.36872295973231 3.91046229369461 3.68845531248605 3.59493569593689
1562110_at 3.18597552660459 3.36578966482474 3.31914350226025 3.10810555855685 2.94184734781477 3.21358224937721 3.12687546522688 3.13013961506006
1562133_x_at 3.61258710550443 3.75766254456136 3.5290299065818 3.50623665452096 3.45801746748045 3.59041531264174 3.29113409389251 3.27488871488403
1562161_at 3.88354300902706 3.83891066836325 3.449353354757 3.43015608482623 3.58364334593994 3.54720052194691 3.73529897869566 3.72617857534697
1562228_s_at 6.74699765172495 6.7127468095161 6.71767015965364 6.45127998288098 6.65580288251841 6.89829215930567 6.75480932225319 6.61646279584696
1562244_at 5.23915630039395 5.14825138806292 5.12212704205882 5.32711274914357 5.29783027515857 5.52681324781093 5.45600507482269 5.38834073721098
1562245_a_at 4.7823210382974 4.82897389242524 4.75228602348173 5.25114522274775 4.66249469374471 5.13644882575225 4.83756534196267 4.83756534196267
1562256_at 4.52782842723302 4.58748782107637 4.58586748255783 4.15461969974792 4.57975263682972 4.53816250222973 4.57553340756112 4.53816250222973
1562257_x_at 4.93191430700506 4.74778780174714 4.63839566550978 4.80285953065563 4.60727090276172 4.77070064378385 4.94425890289484 4.86394471516722
1562259_at 3.19074128707411 3.2204724277813 3.16127988414186 3.10400698051062 3.21833618628557 3.16051823923291 3.32161745150332 3.32161745150332
1562270_at 2.50294233317135 2.8487109609442 2.36783687446927 2.72887529811371 2.81109887997693 2.81860417137677 2.85689380401798 2.83126604524287
1562271_x_at 5.01753623978639 4.91447211337079 4.79353494579464 5.09466465929899 4.81144683241257 5.16510559970622 5.31685295993932 5.21042829247897
1562281_at 3.0267366357924 2.93240652958098 3.2871369192906 3.22189383218677 2.98201373103119 2.79800244608083 3.20747755678156 3.12230588388488
1562289_at 4.12193358960483 4.10489283428207 4.10728255730999 4.33121168253369 4.1146412945964 4.18431574287631 4.1984859169221 4.20565178729372
1562305_x_at 3.38328217025386 3.656449322145 3.39698309721715 3.3316338808616 3.37490714839704 3.46961084310648 3.5882507942792 3.55980193866466
1562337_at 4.64929617987486 4.52024140067565 4.34363476004586 4.35983335609664 4.57216745983088 4.25949479587074 4.45394142568281 4.38549947037105
1562348_at 4.72050718408013 4.77433396171933 4.56819816472791 4.25353240539987 3.68427019625435 4.01916585369514 4.18088206485706 4.12379977089744
1562378_s_at 7.70540843220082 7.71880702700567 7.62633527560006 8.67654197086735 8.81923518005831 8.7209029508243 8.83812865696997 8.88543036628137
1562386_s_at 6.34441701229925 6.61093841925829 6.19870953156629 6.07654726427913 5.62491218637299 5.68227012264681 5.73706385260544 5.59310528840572
1562387_at 4.1584997530508 4.09851710134411 4.07219583163776 3.53661870868853 3.53665709593997 3.43083007674373 3.45976486959109 3.43083007674373
1562391_at 3.2356487081798 3.19014126255652 3.98483647140135 3.20732470888351 3.18695876436116 3.49541509178784 3.3772814989255 3.3399105935941
1562408_at 5.05793845349068 5.21188772860603 5.10349354580643 5.31963087759491 5.05793845349068 5.18434499427139 5.37434124342369 5.35696539299659
1562411_at 4.50132777931886 4.4607016204749 4.39112240125473 4.38355042870113 4.42037888723565 4.48017240726447 4.43831360942022 4.3797344296494
1562442_a_at 4.86790444844345 4.71985347718788 4.67133510869559 4.38109283424915 4.94153434130812 4.96003341768771 5.14656327213822 5.07413273454741
1562472_at 3.27858216250455 3.15768259280032 3.07852479994391 3.31284082532679 3.59693701092476 3.48730358679561 3.38328217025386 3.38076865573475
1562474_at 5.64539229055105 5.49942482013544 5.8905680681759 5.29165923247272 4.91701327331515 5.00415883171826 5.30178214156228 5.20638186872314
1562484_at 8.50913806021294 8.69542624410359 8.59898049226906 8.28166118441965 8.67574904804013 8.47732506354784 8.44602519661653 8.49555799995098
1562497_at 3.92637313177385 4.14434315698747 4.01238082389814 3.21162092830283 3.17316696385278 3.92999866185681 3.78460488889007 3.71073221399034
1562505_at 4.19379659894663 3.80685885171103 4.39488657044217 4.11371714073498 3.88102565866372 3.88102565866372 3.95920814378996 3.89076618847821
1562527_at 3.31591971028897 3.16623753989501 3.03615994655014 2.95256292396719 3.41893344215336 3.68642199308959 3.71441982771824 3.57755342951063
1562546_at 3.28417407770921 2.93651636664576 3.24242471632007 3.2356487081798 3.22919713927655 3.80506224288552 3.47530826739946 3.44108728974358
1562664_at 3.60497898254271 3.53062230339241 3.63935680354599 3.50617832491938 3.61069067434103 3.79486203670201 3.66383248998604 3.59865268559649
1562674_at 4.55304309833145 3.99394813819254 4.30883820112647 4.34274687874819 4.71974093584929 4.50875161337538 4.52207890081045 4.44177603576596
1562684_at 5.43116238421679 5.64781728656389 5.62658858941324 3.7015072221771 4.22311080602894 4.21817341563055 4.59853434138273 4.5301507902101
1562719_at 3.06634590847155 3.33727146025928 3.32899567724315 3.29936304469561 3.24379527976816 3.64960874011904 3.25046323528553 3.23544396461504
1562733_at 4.49492439857964 4.56537035914651 4.43910399858006 4.71353383247363 4.44794052420415 4.79365538648721 4.8069898609814 4.772868041745
1562738_a_at 3.74296679716808 3.10528328456946 3.10508606067604 3.34206555521911 3.53739628665569 4.25023957708184 4.01549668505582 3.95794828763992
1562743_at 5.61459912108924 5.32652918321436 5.55838841867238 5.24136388730876 5.70453040010321 5.85485245276665 5.67583830607609 5.60898363786609
1562754_at 5.11652564255047 5.37610568014856 5.38037281085787 4.94722081967125 4.67029383116676 4.89526647148007 4.79757516806484 4.71583901027076
1562755_at 2.65849115805276 2.76685682765158 2.64521168908113 2.68675102445139 2.67009796986552 2.65196285838641 2.63955788180823 2.64547860332274
1562761_at 2.98624031920479 3.3628667312657 3.14431158012465 3.66867597487511 3.48485544632325 3.57594678715461 3.5035066362119 3.47715719300371
1562777_at 3.2683404415052 3.35632694803349 3.35832766526288 3.07912110164652 3.43449284917141 3.69308426622741 3.45285662960362 3.38277513690718
1562789_at 7.45235555604155 7.39597862651349 7.23305537906993 6.84426169836495 6.8543180174117 6.76529329018432 6.57466247481652 6.45898323434847
1562792_at 4.67133510869559 4.53146874874089 4.1825100282747 4.48476949497822 4.39142614976855 4.60348334987901 4.48296910398216 4.39009413088906
1562794_at 3.2893199542272 3.38064170740647 3.32376597687573 3.52350641532022 3.17663753543489 3.31883972290012 3.2966706149763 3.25157510909833
1562836_at 9.01142492167171 9.18097815558149 8.78417439127953 9.02730301048958 9.40882554626098 9.38805450167409 8.84535242363236 8.55828892066007
1562848_at 2.91544183865438 2.86534513419571 2.8950323227102 2.66711232385464 2.84430688207783 2.79415174580793 3.06321899306789 3.12291661516352
1562849_at 4.19853914500732 4.97953323646911 4.40967371656052 4.46133124411449 4.45514612949149 4.5162048859629 4.44857579413299 4.40967371656052
1562861_at 4.72227854071778 4.46614749078135 4.65954910654141 4.52767065493608 4.53677831531691 4.47842482435569 5.00534773045405 4.94885859917581
1562903_at 4.14741042410944 4.30404954950641 4.18049320728062 4.728401028174 4.53298554774185 4.53677831531691 4.91746333775275 4.93546902303746
1562921_at 3.2356487081798 3.46730727485881 3.49007739228102 4.96916698466347 3.5501655438418 3.79630709478698 3.6034102255469 3.51621974945292
1562925_at 5.4341114645312 5.0990790866891 5.00698277297417 5.73356788697039 5.02732517813588 5.34052152591268 5.1324804552474 5.12336005189871
1562940_at 5.14942565523273 5.1323440316328 5.01536383539373 5.06810367006662 4.9448855718672 4.89950132010524 4.63111810191332 4.72691349405191
1562948_at 4.92962889245362 4.8613886778656 4.93504946694625 3.92198083894012 4.07854232548616 4.14439268690428 4.1984859169221 4.12751495898978
1562953_s_at 5.34399616493871 5.35846812907437 5.26606228830808 5.40105798358688 5.13783398597499 5.12123709133989 5.3045732933889 5.20162620781485
1562960_at 3.517236580687 3.400847704419 3.70907245898517 3.59528831000224 3.76019965903301 3.56449370621673 3.8147407776149 3.76072649414126
1562966_at 4.69784435356337 5.00089336018097 4.48780232713222 5.27730912257724 5.28715657227984 5.46772676272662 5.41339663164908 5.30579040537957
1562988_at 4.33299975556228 4.55602170726419 4.64839666472871 4.38777938686466 4.21868042427629 4.54284168867441 4.09148547479481 4.03747119132117
1563012_x_at 2.64258140571522 2.63401802356815 2.96880512359715 2.68782938663007 2.72802642929177 2.70052119615051 2.5973265530712 2.50855246524444
1563075_s_at 3.7830520522647 3.3821135286485 3.40950641855408 3.87038385030124 3.72975724702817 3.84598143681164 3.57329758704878 3.59299207698212
1563077_at 3.81446354027969 4.04936290566297 4.36773109547138 4.28523341548447 4.01821126801417 4.05173508576823 3.70806805117811 3.71047646673541
1563088_a_at 3.94585728560104 3.49202003724962 3.57797142319969 3.7842747413442 4.64752275237357 4.52997596457975 4.33353073288666 4.28009614411274
1563090_at 5.49611836949148 5.2613510172957 5.25897686893591 5.15209529818719 5.47495571590332 5.37505072790682 5.38534087555717 5.44146583121857
1563103_at 3.36017458574135 3.30754654873826 3.31585880975722 2.96869063630956 3.24799748264602 3.1279367878226 3.2556069336186 3.24020100000704
1563111_a_at 8.95365533541734 8.94146327278722 8.97654736262012 9.0245871268353 8.31863738644903 8.41766765522612 8.21973492857715 8.14672534234557
1563112_at 4.29873439193837 4.11707120917682 3.91809849237979 4.26934665068646 4.83928873905246 4.70274835290792 4.68949170841836 4.60708005573443
1563130_a_at 3.39550485681633 3.29324270351128 3.31507883683024 2.96405364817372 3.25514551797348 3.06104622733453 3.249004961685 3.2356487081798
1563166_at 2.70618378772221 2.87667930871895 2.70055660477493 2.66733830257111 2.58438967784591 2.8487109609442 2.71706389900896 2.68861435223627
