"D36TFL5","D36TFL12","D36TFL18","currstat","PWTYCRD","AGE","ACCOMP","B14CODE","B15CODE","B17CODE","AGE_ENT","D12WG1","D12WG2","D12WG3","D12WG4","BLWAGE","C09WEEKS","AYUDAPUB","CROP","D50MTCOD","D51MTCOD","D38BFMT","Birth_State","AGEFRSTFW","ChildOtherIndg","ChildOtherNOIndg","AdultOtherIndg","AdultOtherNOIndg","CROWDED1","CROWDED2","ABWEEKS","EMPLOYED","D04","D05","D06","D07","D08","D13","D20","D21A","D21B","D21C","D21D","D21F","D22","D23","D26","D27","D28","D29A","D29B","D29C","D29D","D29E","D29F","D33A","D35","D37","D38","D39A","E04","E02","A05","A07","A10","A09","B03A","B03B","B03D","B03E","B03F","B03J","B07","B08","B01","A08","B10","B11","B12","B16","B17","B18","D02","D03","D01","D11","D21E","D24","D36A1","D36A11","D36A12","D37A","D38A","E01","A15","A15A","A15B","A15C","A16A","A16B","A16C","A17A","A17B","A17C","A18A","A18B","A18C","B02","B03C","B03G","B03H","B03I","B04A","B04D","B04F","B04J","B04K","B04L","B04N","B13","A11","C10","D61","D62","D63","D50","D52","D30","D36A13","D36A14","A20A","A20B","A20C","A21a","A21b","A21cX","A22cx","A23a1","A23a2","A23a3","A23a4","A23a5","A23a6","A23b1","A23b2","A23b3","A23b4","A23b5","A23b6","A23c1","A23c2","A23c3","A23c4","A23c5","A23c6","D34a","A21c2","A23a7","A24a","A24b","B20a","B20b","B20c","B20d","B20e","B20f","B20z","B21a","B21b","B21c","B21d","B21e","B21f","B21z","B22b","B22c","B22d","B22e","B22f","B22z","B23b","B23c","B23d","B23e","B23f","B23z","B24","B26a","B26b","B27a","B27b","D54a","D54b","D54c","D54f","D21G","A08month","C12Border","FY","ANYNMS","FWID"
NA,NA,NA,2,1.5037424895871,52,1,NA,NA,TRUE,17,9,NA,NA,NA,0,4.42857142857143,0,2,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,1,40,360,420,2,40,NA,0,NA,NA,NA,NA,NA,1,1,1,20,TRUE,0,0,1,0,FALSE,FALSE,11,TRUE,1,NA,3,FALSE,TRUE,2,3,3,8,0,0,0,0,0,0,3,2,2,1979,1979,35,FALSE,TRUE,TRUE,TRUE,NA,NA,TRUE,1,NA,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,4,TRUE,FALSE,NA,NA,NA,TRUE,TRUE,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,FALSE,2014,FALSE,20140801
NA,NA,NA,2,2.73972213393634,58,1,NA,NA,TRUE,22,9.5,NA,NA,NA,0,3.14285714285714,0,2,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,35,300,330,2,35,NA,0,NA,NA,NA,NA,NA,1,7,1,1,FALSE,NA,NA,NA,NA,NA,NA,11,TRUE,1,NA,3,FALSE,TRUE,2,3,3,2,0,0,0,0,0,0,2,1,2,1978,1978,36,FALSE,TRUE,TRUE,TRUE,NA,NA,TRUE,1,NA,TRUE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,TRUE,NA,NA,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,8,TRUE,FALSE,TRUE,NA,NA,TRUE,TRUE,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,FALSE,2014,FALSE,20140802
NA,NA,NA,4,0.23108562405974,21,1,NA,NA,TRUE,13,8,NA,NA,NA,0,22.2857142857143,1,3,TRUE,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,1,40,290,320,2,40,NA,1,1,0,0,0,0,1,0,0,2,FALSE,NA,NA,NA,NA,NA,NA,12,TRUE,4,1,3,TRUE,TRUE,2,3,3,6,0,0,1,0,0,0,4,3,2,2006,2007,7,FALSE,TRUE,TRUE,TRUE,NA,NA,TRUE,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,NA,TRUE,TRUE,NA,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,TRUE,FALSE,TRUE,TRUE,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,2014,FALSE,20140803
NA,NA,NA,1,0.0151692325434443,42,1,NA,NA,NA,NA,12.5,NA,NA,NA,0,6.42857142857143,1,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,1,63,600,760,2,63,NA,0,NA,NA,NA,NA,NA,1,1,0,33,FALSE,NA,NA,NA,NA,NA,NA,11,TRUE,1,NA,3,FALSE,TRUE,2,1,1,10,0,0,0,0,0,0,4,4,7,NA,1981,34,TRUE,NA,NA,NA,16,200,TRUE,1,NA,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,TRUE,NA,NA,FALSE,NA,NA,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,8,TRUE,FALSE,TRUE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,NA,TRUE,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,1,TRUE,NA,TRUE,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,FALSE,2014,FALSE,20140804
NA,NA,NA,4,0.454618763942649,39,1,NA,NA,TRUE,24,10.2600002288818,NA,NA,NA,0,3.57142857142857,1,1,TRUE,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,1,16,340,370,3,40,NA,0,NA,NA,NA,NA,NA,7,7,0,1,TRUE,0,0,1,0,FALSE,FALSE,12,TRUE,1,NA,1,TRUE,TRUE,2,3,3,12,0,0,0,0,0,0,2,1,2,1999,2006,3,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,1,NA,TRUE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,8,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,FALSE,2014,FALSE,20140805
NA,NA,NA,4,1.48098639605273,33,1,NA,NA,TRUE,19,9.25,NA,NA,NA,0,15.4285714285714,1,3,TRUE,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,25,505,560,3,60,NA,1,1,0,0,0,0,1,1,0,7,FALSE,NA,NA,NA,NA,NA,NA,12,TRUE,8,0,3,FALSE,TRUE,3,3,3,9,0,0,0,0,0,0,3,3,2,2000,2007,8,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,TRUE,NA,NA,FALSE,NA,NA,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,2014,FALSE,20140806
NA,NA,NA,2,0.889655412200607,43,1,NA,NA,TRUE,39,9.10000038146973,NA,NA,NA,0,0.714285714285714,1,2,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,7.71428571428571,1,NA,250,280,2,30,NA,0,NA,NA,NA,NA,NA,7,7,7,3,TRUE,0,0,1,1,FALSE,FALSE,10,TRUE,1,NA,3,FALSE,TRUE,2,3,3,7,0,0,0,0,0,0,1,1,2,2009,2009,5,FALSE,TRUE,TRUE,TRUE,NA,NA,TRUE,1,NA,FALSE,NA,NA,NA,TRUE,NA,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,NA,TRUE,FALSE,NA,FALSE,TRUE,NA,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,8,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,FALSE,2014,TRUE,20140807
NA,NA,NA,1,2.38644454089056,21,0,NA,NA,NA,NA,10,NA,NA,NA,0,1.71428571428571,0,4,TRUE,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,40,360,400,3,80,NA,0,NA,NA,NA,NA,NA,1,1,1,1,FALSE,NA,NA,NA,NA,NA,NA,12,TRUE,8,0,3,TRUE,TRUE,1,1,1,12,0,0,0,0,0,0,4,4,1,NA,2014,1,TRUE,NA,NA,NA,40,700,FALSE,1,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,TRUE,FALSE,NA,FALSE,TRUE,NA,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,1,NA,NA,TRUE,TRUE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA,TRUE,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,FALSE,2014,FALSE,20140808
NA,NA,NA,1,0.0640936770565076,24,1,NA,NA,TRUE,11,10,NA,NA,NA,0,6,0,3,TRUE,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,40,360,400,2,40,NA,1,0,0,0,1,0,1,1,1,3,TRUE,0,0,1,0,FALSE,FALSE,5,TRUE,8,1,2,TRUE,TRUE,2,3,1,12,0,0,0,0,1,0,4,4,2,2001,2012,3,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,1,FALSE,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,2014,FALSE,20140809
NA,NA,NA,1,0.751871244793551,45,1,NA,NA,NA,NA,10,NA,NA,NA,0,11.2857142857143,0,2,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,48,420,480,2,48,NA,0,NA,NA,NA,NA,NA,1,1,1,18,FALSE,NA,NA,NA,NA,NA,NA,11,TRUE,1,NA,3,TRUE,TRUE,2,1,1,10,0,0,0,0,0,0,4,4,1,NA,1996,18,FALSE,NA,NA,NA,NA,NA,TRUE,1,NA,TRUE,NA,NA,NA,TRUE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,8,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,FALSE,2014,FALSE,20140810
NA,NA,NA,3,0.171374161508933,40,1,NA,NA,TRUE,16,12,NA,NA,NA,0,1.14285714285714,1,4,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,1,40,100,110,2,9,NA,1,1,0,0,0,0,1,1,0,3,TRUE,0,0,1,0,FALSE,FALSE,11,TRUE,1,NA,3,FALSE,TRUE,2,4,4,5,0,0,0,0,0,0,2,2,4,1989,1990,24,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,TRUE,NA,NA,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,TRUE,TRUE,TRUE,NA,NA,TRUE,TRUE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,2014,FALSE,20140811
NA,NA,NA,4,0.543462253266635,25,1,NA,NA,TRUE,17,9,NA,NA,NA,0,6,1,2,TRUE,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,2,45,365,405,2,45,NA,0,NA,NA,NA,NA,NA,1,1,0,2,TRUE,0,0,1,0,FALSE,FALSE,12,TRUE,1,NA,3,TRUE,TRUE,2,3,3,6,0,0,0,0,0,0,1,1,2,2006,2006,9,FALSE,TRUE,TRUE,TRUE,NA,NA,TRUE,1,NA,FALSE,NA,NA,NA,TRUE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,8,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,FALSE,2014,FALSE,20140812
NA,NA,NA,NA,0.485671369430618,40,0,NA,NA,TRUE,29,10.25,NA,NA,NA,0,3.28571428571429,0,2,TRUE,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,1,40,800,850,3,80,NA,0,NA,NA,NA,NA,NA,1,1,0,5,TRUE,0,0,1,0,FALSE,FALSE,12,TRUE,8,1,3,TRUE,TRUE,3,3,3,9,0,0,0,0,0,0,2,1,2,2003,2010,5,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,1,NA,FALSE,NA,NA,NA,TRUE,NA,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,NA,FALSE,TRUE,NA,7,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,8,NA,NA,TRUE,TRUE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,FALSE,2014,FALSE,20140813
NA,NA,NA,2,0.726757979621535,51,1,NA,NA,TRUE,24,7.78999996185303,10.968750435859,18.758750397712,NA,0,84.1428571428571,1,3,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,30,270,300,2,30,1,1,1,0,0,0,0,7,7,7,3,FALSE,NA,NA,NA,NA,NA,NA,11,TRUE,1,NA,2,FALSE,TRUE,2,3,3,7,0,0,0,0,0,0,2,2,2,1986,1986,28,FALSE,TRUE,TRUE,TRUE,NA,NA,TRUE,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,2014,FALSE,20140814
NA,NA,NA,4,0.47656488468675,35,1,NA,NA,TRUE,20,8,NA,NA,NA,0,3.71428571428571,1,1,TRUE,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,70,420,560,2,70,NA,1,1,0,0,0,0,1,7,0,6,FALSE,NA,NA,NA,NA,NA,NA,12,TRUE,1,NA,3,FALSE,TRUE,2,3,3,9,1,0,0,0,0,0,3,1,2,1999,2008,6,TRUE,TRUE,TRUE,TRUE,40,320,TRUE,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,FALSE,2014,FALSE,20140815
NA,NA,NA,1,0.151539587980883,26,0,NA,NA,NA,NA,13,NA,NA,NA,0,2,0,1,TRUE,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,45,725,820,3,90,NA,1,1,0,0,0,0,0,0,1,5,FALSE,NA,NA,NA,NA,NA,NA,12,TRUE,1,NA,3,TRUE,TRUE,1,1,1,13,0,0,0,0,1,0,4,4,7,NA,2010,5,TRUE,NA,NA,NA,30,350,TRUE,1,FALSE,FALSE,NA,NA,NA,TRUE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA,TRUE,NA,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,2014,FALSE,20140816
NA,NA,NA,4,0.605631649684613,29,1,NA,NA,TRUE,15,NA,9.33333337306976,NA,NA,0,79.5714285714286,1,3,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,1,60,NA,560,2,60,1,0,NA,NA,NA,NA,NA,0,0,0,14,FALSE,NA,NA,NA,NA,NA,NA,11,TRUE,1,NA,2,FALSE,TRUE,3,3,3,5,0,0,1,0,0,0,2,2,1,1999,1999,14,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,2,NA,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,4,FALSE,TRUE,NA,NA,NA,TRUE,TRUE,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,FALSE,2014,FALSE,20140817
