"D36TFL5","D36TFL12","D36TFL18","currstat","PWTYCRD","AGE","ACCOMP","B14CODE","B15CODE","B17CODE","AGE_ENT","D12WG1","D12WG2","D12WG3","D12WG4","BLWAGE","C09WEEKS","AYUDAPUB","CROP","D50MTCOD","D51MTCOD","D38BFMT","Birth_State","AGEFRSTFW","ChildOtherIndg","ChildOtherNOIndg","AdultOtherIndg","AdultOtherNOIndg","CROWDED1","CROWDED2","ABWEEKS","EMPLOYED","D04","D05","D06","D07","D08","D13","D20","D21A","D21B","D21C","D21D","D21F","D22","D23","D26","D27","D28","D29A","D29B","D29C","D29D","D29E","D29F","D33A","D35","D37","D38","D39A","E04","E02","A05","A07","A10","A09","B03A","B03B","B03D","B03E","B03F","B03J","B07","B08","B01","A08","B10","B11","B12","B16","B17","B18","D02","D03","D01","D11","D21E","D24","D36A1","D36A11","D36A12","D37A","D38A","E01","A15","A15A","A15B","A15C","A16A","A16B","A16C","A17A","A17B","A17C","A18A","A18B","A18C","B02","B03C","B03G","B03H","B03I","B04A","B04D","B04F","B04J","B04K","B04L","B04N","B13","A11","C10","D61","D62","D63","D50","D52","D30","D36A13","D36A14","A20A","A20B","A20C","A21a","A21b","A21cX","A22cx","A23a1","A23a2","A23a3","A23a4","A23a5","A23a6","A23b1","A23b2","A23b3","A23b4","A23b5","A23b6","A23c1","A23c2","A23c3","A23c4","A23c5","A23c6","D34a","A21c2","A23a7","A24a","A24b","B20a","B20b","B20c","B20d","B20e","B20f","B20z","B21a","B21b","B21c","B21d","B21e","B21f","B21z","B22b","B22c","B22d","B22e","B22f","B22z","B23b","B23c","B23d","B23e","B23f","B23z","B24","B26a","B26b","B27a","B27b","D54a","D54b","D54c","D54f","D21G","A08month","C12Border","FY","ANYNMS","FWID"
NA,NA,NA,2,0.168750474168381,40,1,NA,NA,TRUE,37,9.25,NA,NA,NA,0,3.57142857142857,0,2,TRUE,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,2,36,304,333,2,36,NA,0,NA,NA,NA,NA,NA,0,7,7,1,TRUE,NA,NA,NA,NA,NA,NA,12,TRUE,8,1,3,TRUE,TRUE,2,3,3,6,0,0,0,0,0,0,1,1,2,2011,2013,2,TRUE,TRUE,TRUE,TRUE,6,380,FALSE,1,NA,TRUE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,8,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,FALSE,2014,TRUE,20141251
NA,NA,NA,4,0.475646203808393,33,1,NA,NA,TRUE,20,NA,10.9375,NA,NA,0,6.28571428571429,1,2,TRUE,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,40,305,400,2,40,1,0,NA,NA,NA,NA,NA,1,1,0,10,FALSE,NA,NA,NA,NA,NA,NA,12,TRUE,1,NA,1,FALSE,TRUE,2,3,3,6,0,0,0,0,0,0,2,2,2,2001,2001,14,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,2,NA,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,8,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,FALSE,2014,FALSE,20141252
NA,NA,NA,4,0.23108562405974,35,1,NA,NA,TRUE,19,8,NA,NA,NA,0,8.42857142857143,1,3,TRUE,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,40,295,320,2,40,NA,1,1,0,0,0,0,1,0,0,2,FALSE,NA,NA,NA,NA,NA,NA,12,TRUE,1,NA,3,FALSE,TRUE,3,3,3,6,0,0,1,0,0,0,2,2,2,1998,1998,16,FALSE,TRUE,TRUE,TRUE,NA,NA,TRUE,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,2014,FALSE,20141253
NA,NA,NA,4,0.543462253266635,35,0,NA,NA,TRUE,23,9,NA,NA,NA,0,2.28571428571429,0,2,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,2,44,354,396,2,44,NA,0,NA,NA,NA,NA,NA,1,1,0,3,TRUE,0,0,0,1,FALSE,FALSE,12,TRUE,4,2,3,FALSE,TRUE,1,3,3,6,0,0,0,0,0,0,1,1,2,2002,2002,13,FALSE,TRUE,TRUE,TRUE,NA,NA,TRUE,1,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,8,NA,NA,TRUE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,FALSE,2014,TRUE,20141254
NA,NA,NA,4,0.475646203808393,42,1,NA,NA,TRUE,17,NA,17.5,NA,NA,0,6,1,2,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,1,52,684,750,2,52,1,0,NA,NA,NA,NA,NA,1,1,0,2,FALSE,NA,NA,NA,NA,NA,NA,11,TRUE,1,NA,1,TRUE,TRUE,2,3,1,12,0,0,0,0,0,0,2,2,2,1989,1991,23,FALSE,TRUE,TRUE,TRUE,NA,NA,TRUE,2,NA,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,4,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,FALSE,2014,FALSE,20141255
NA,NA,NA,4,0.100662584701293,41,1,NA,NA,TRUE,35,9.5,NA,NA,NA,0,51,1,4,TRUE,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,50,945,1100,3,110,NA,1,1,0,0,0,0,0,0,0,7,FALSE,NA,NA,NA,NA,NA,NA,12,TRUE,1,NA,3,FALSE,TRUE,2,3,3,4,0,0,0,0,0,0,2,2,2,2007,2007,7,TRUE,TRUE,TRUE,TRUE,40,380,TRUE,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,TRUE,NA,NA,FALSE,NA,NA,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,TRUE,TRUE,TRUE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,2014,FALSE,20141256
NA,NA,NA,1,3.95105708793371,69,0,NA,NA,TRUE,25,8,NA,NA,NA,0,2,1,4,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,9,NA,70,2,16,NA,0,NA,NA,NA,NA,NA,1,0,0,15,TRUE,0,0,0,0,TRUE,FALSE,10,TRUE,2,NA,3,TRUE,TRUE,3,3,3,3,1,0,0,0,0,0,2,2,2,1970,1975,39,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,1,NA,FALSE,NA,NA,NA,TRUE,NA,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,7,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,8,NA,NA,FALSE,NA,NA,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,FALSE,2014,FALSE,20141257
NA,NA,NA,1,1.58042283517348,39,0,NA,NA,NA,NA,9.5,NA,NA,NA,0,2,1,4,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,30,100,289,2,30,NA,0,NA,NA,NA,NA,NA,7,7,1,3,FALSE,NA,NA,NA,NA,NA,NA,11,TRUE,1,NA,3,TRUE,TRUE,1,1,1,12,0,0,1,0,0,0,4,4,7,NA,2011,4,TRUE,NA,NA,NA,NA,NA,TRUE,1,NA,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,TRUE,NA,NA,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,1,TRUE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA,TRUE,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,FALSE,2014,FALSE,20141258
NA,NA,NA,2,0.155978139694137,49,0,NA,NA,TRUE,20,10,NA,NA,NA,0,8.42857142857143,0,4,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,35,280,315,2,35,NA,0,NA,NA,NA,NA,NA,1,1,0,10,FALSE,NA,NA,NA,NA,NA,NA,10,TRUE,4,0,3,TRUE,TRUE,3,3,3,9,0,0,0,0,0,0,3,1,2,1985,1985,29,FALSE,TRUE,TRUE,TRUE,NA,NA,TRUE,1,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,8,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,FALSE,2014,FALSE,20141259
NA,NA,NA,4,0.261039967609259,39,1,NA,NA,TRUE,17,NA,5.59999987483025,NA,NA,0,2.71428571428571,1,2,TRUE,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,50,448,560,3,110,1,0,NA,NA,NA,NA,NA,0,7,0,6,TRUE,0,0,1,0,FALSE,FALSE,12,TRUE,4,2,3,FALSE,TRUE,2,3,3,3,0,0,0,0,0,0,2,1,2,1992,1992,23,FALSE,TRUE,TRUE,TRUE,NA,NA,TRUE,2,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,8,NA,NA,TRUE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,FALSE,2014,FALSE,20141260
NA,NA,NA,2,1.01609258877579,43,0,NA,NA,TRUE,13,7.5,NA,NA,NA,0,7.42857142857143,0,3,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.42857142857143,1,40,255,300,2,40,NA,1,1,0,0,0,0,0,0,1,6,FALSE,NA,NA,NA,NA,NA,NA,10,TRUE,2,NA,3,TRUE,TRUE,2,3,3,6,0,0,0,0,0,0,1,1,2,1984,1985,29,FALSE,TRUE,TRUE,TRUE,NA,NA,TRUE,1,FALSE,FALSE,NA,NA,NA,TRUE,NA,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,7,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,NA,NA,TRUE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,2014,FALSE,20141261
NA,NA,NA,1,0.12070749123801,49,1,NA,NA,NA,NA,12.5500001907349,NA,NA,NA,0,31.2857142857143,0,3,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.4285714285714,1,40,368,502,2,40,NA,1,0,1,0,0,0,1,1,1,22,TRUE,0,0,1,0,FALSE,FALSE,11,TRUE,1,NA,3,FALSE,TRUE,2,1,1,10,0,0,0,0,0,0,3,2,5,NA,1980,33,TRUE,NA,NA,NA,NA,NA,TRUE,1,FALSE,TRUE,NA,NA,NA,TRUE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,2,TRUE,NA,TRUE,NA,TRUE,TRUE,TRUE,TRUE,FALSE,NA,FALSE,2014,FALSE,20141262
NA,NA,NA,1,0.28334453492025,66,1,NA,NA,NA,NA,NA,13.5000002384186,NA,NA,0,4.85714285714286,1,2,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,40,450,472,2,40,1,0,NA,NA,NA,NA,NA,0,0,1,23,TRUE,0,0,0,0,TRUE,FALSE,11,TRUE,1,NA,3,TRUE,TRUE,1,1,1,6,0,0,0,0,0,0,2,3,1,NA,1966,37,TRUE,NA,NA,NA,NA,NA,TRUE,2,NA,TRUE,NA,NA,NA,TRUE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,8,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,FALSE,2014,FALSE,20141263
NA,NA,NA,4,0.251728457041906,26,0,NA,NA,TRUE,12,10,NA,NA,NA,0,3.57142857142857,0,2,TRUE,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,1,45,405,450,2,45,NA,1,0,0,0,1,0,1,1,0,6,TRUE,0,0,0,1,FALSE,FALSE,12,TRUE,1,NA,3,FALSE,TRUE,1,3,1,12,0,0,0,0,0,0,2,2,2,2000,2007,6,FALSE,TRUE,TRUE,TRUE,NA,NA,TRUE,1,FALSE,FALSE,NA,NA,NA,TRUE,NA,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,7,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,NA,NA,TRUE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,NA,TRUE,NA,NA,NA,TRUE,NA,TRUE,NA,NA,NA,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,2014,FALSE,20141264
NA,NA,NA,NA,0.155978139694137,38,1,NA,NA,TRUE,17,10,NA,NA,NA,0,1.57142857142857,0,4,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,1,40,340,390,2,40,NA,1,1,0,0,0,0,7,7,0,11,FALSE,NA,NA,NA,NA,NA,NA,10,TRUE,2,NA,3,TRUE,TRUE,2,3,3,8,0,0,0,0,0,0,4,3,2,1993,1993,21,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5,TRUE,FALSE,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,2014,TRUE,20141265
NA,NA,NA,4,0.477361637246907,51,0,NA,NA,TRUE,15,11,NA,NA,NA,0,7.42857142857143,0,1,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,40,400,440,3,40,NA,1,0,0,0,0,0,1,1,0,8,FALSE,NA,NA,NA,NA,NA,NA,10,TRUE,2,NA,3,TRUE,TRUE,2,3,3,2,0,0,0,0,0,0,1,1,2,1978,1978,37,NA,TRUE,TRUE,TRUE,40,440,TRUE,1,FALSE,FALSE,NA,NA,NA,TRUE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,2014,FALSE,20141266
NA,NA,NA,1,1.25311874132258,18,1,NA,NA,NA,NA,8.25,NA,NA,NA,0,2.42857142857143,0,2,TRUE,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,45,338,375,2,45,NA,0,NA,NA,NA,NA,NA,7,0,1,2,TRUE,0,0,1,0,FALSE,FALSE,12,TRUE,8,1,3,TRUE,TRUE,1,1,1,10,0,0,0,1,0,0,4,4,2,NA,2013,2,TRUE,NA,NA,NA,NA,NA,FALSE,1,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,TRUE,NA,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,8,NA,NA,NA,TRUE,NA,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,FALSE,2014,TRUE,20141267
NA,NA,NA,1,0.0151692325434443,49,1,NA,NA,NA,NA,12,NA,NA,NA,0,6.57142857142857,0,1,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,1,40,350,480,2,40,NA,1,0,0,0,1,0,1,1,1,20,FALSE,NA,NA,NA,NA,NA,NA,11,TRUE,4,0,3,TRUE,TRUE,1,1,1,9,0,0,0,0,0,0,4,4,7,NA,1981,34,TRUE,NA,NA,NA,40,480,TRUE,1,FALSE,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,TRUE,1,TRUE,NA,TRUE,NA,TRUE,TRUE,TRUE,TRUE,FALSE,NA,FALSE,2014,FALSE,20141268
